window,user_gap_difference_user_minus_global,group_gap_difference_user_minus_global,personalization_conflict,reverse_conflict,pareto_conflict_margin,pareto_tradeoff_length,user_weight_switch_threshold
Ausgrid|persistence_quantile_interval|0.9|1.0|2013-05,-0.0006333836803682005,0.0068026937456054995,True,False,0.0006333836803682005,0.006832116588807377,0.9148228771588854
Ausgrid|persistence_quantile_interval|0.9|1.0|2013-06,-0.0032469342251950986,0.003148674242424196,True,False,0.003148674242424196,0.004522911821785705,0.49231816774991866
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-07,-0.0204696659114611,-0.013326071237818898,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-08,-0.013619771999856096,-0.012014242595736701,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-09,0.00357209215904869,-0.011232817869415802,False,True,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-10,-0.004953788614377702,-0.009907438199756195,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-11,-0.011884522482348496,-0.0174821670311361,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2012-12,-0.018453986406300596,-0.002225071324803502,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-01,-0.0189210450605962,-0.010103070904731098,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-02,-0.012353678929765896,-0.014429171826884399,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-03,-0.0174394037472579,-0.0224981671554253,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-04,-0.007508825715347396,-0.004690684254828999,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-05,0.004616193764160101,0.007680663811287805,False,False,0.0,0.0,
Ausgrid|persistence_quantile_interval|0.9|6.0|2013-06,0.001774433296172398,0.014362373737373813,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|1.0|2013-03,-0.008914362394132205,0.006995989403495599,True,False,0.006995989403495599,0.011331801473187799,0.4397130555302168
London|lightgbm_quantile|0.8|1.0|2013-04,-0.0022059065300208958,0.0019609710728753,True,False,0.0019609710728753,0.0029515133690773848,0.4706092330411442
London|lightgbm_quantile|0.8|1.0|2013-05,-0.00018152673851450085,0.0051795074724762,True,False,0.00018152673851450085,0.005182687489539815,0.9661396045295978
London|lightgbm_quantile|0.8|1.0|2013-06,-0.0144148824941135,-0.002379742547425399,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|1.0|2013-07,-0.010321566943698096,-0.009450744071272402,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|1.0|2013-08,-0.0165627726547966,-0.006954998380374,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|1.0|2013-09,-0.008188001553250598,0.0026723760222593027,True,False,0.0026723760222593027,0.008613069315893184,0.24606658504079063
London|lightgbm_quantile|0.8|1.0|2013-10,-0.012318187328109798,0.004998078951560601,True,False,0.004998078951560601,0.013293552281329392,0.2886349095606386
London|lightgbm_quantile|0.8|1.0|2013-11,-0.008499801507447502,0.010909429711255799,True,False,0.008499801507447502,0.013829760745972346,0.5620742825065196
London|lightgbm_quantile|0.8|1.0|2013-12,-0.013475863421134597,-0.0012479554101331993,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|1.0|2014-01,-0.012201721149952199,-0.0027831712650813,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-03,-0.0103149348663501,0.010394747663898002,True,False,0.0103149348663501,0.01464406570229586,0.5019269440135388
London|lightgbm_quantile|0.8|6.0|2013-04,-0.004871383068356203,-0.0004902606225468988,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-05,-0.0042273144730573045,-0.00020870093156509853,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-06,-0.020278560303853305,-0.0083079268292683,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-07,-0.013407832238625607,-0.0194809504436807,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-08,-0.024437692974164003,-0.013418023744385398,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-09,-0.012815625328836198,0.0023482526077504007,True,False,0.0023482526077504007,0.013028988559320883,0.15485831642608133
London|lightgbm_quantile|0.8|6.0|2013-10,-0.0222574529582982,-0.008294855443706298,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2013-11,-0.015191412825943301,0.013807334549125496,True,False,0.013807334549125496,0.020528553553519284,0.4761355506340294
London|lightgbm_quantile|0.8|6.0|2013-12,-0.020645160235474906,-0.0048200436765057,False,False,0.0,0.0,
London|lightgbm_quantile|0.8|6.0|2014-01,-0.0271708464082758,-0.013076998848635902,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2013-03,-0.005027689579976499,0.003190433620116999,True,False,0.003190433620116999,0.0059545385377019035,0.38821924938782876
London|lightgbm_quantile|0.9|1.0|2013-04,0.001321673210602399,0.009479959400199599,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2013-05,-0.0016544445577078987,0.0011220911007875992,True,False,0.0011220911007875992,0.001999068591368493,0.40413350981259105
London|lightgbm_quantile|0.9|1.0|2013-06,-0.013053482725130402,-0.0075496518804253005,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2013-07,-0.0107020279446092,-0.0077684295849986,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2013-08,-0.0161762094541466,-0.009054617887911601,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2013-09,-0.007438487776456698,0.0017584219897598986,True,False,0.0017584219897598986,0.007643503666157744,0.19119704710153682
London|lightgbm_quantile|0.9|1.0|2013-10,-0.0101743666971694,0.0007180036462929012,True,False,0.0007180036462929012,0.010199669941942222,0.06591803470250655
London|lightgbm_quantile|0.9|1.0|2013-11,-0.0054227431592156,0.0121818410250093,True,False,0.0054227431592156,0.013334293911918217,0.6919698243100337
London|lightgbm_quantile|0.9|1.0|2013-12,-0.011364165271369398,-0.0013436862226162,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|1.0|2014-01,-0.0143269483581289,-0.006922381874017301,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-03,-0.006475266085358103,0.005881050222692502,True,False,0.005881050222692502,0.008747332313226722,0.47595497525915365
London|lightgbm_quantile|0.9|6.0|2013-04,-0.0034432226952350042,0.0007676080604448986,True,False,0.0007676080604448986,0.003527747817438399,0.18229373370313873
London|lightgbm_quantile|0.9|6.0|2013-05,-0.007162789337295299,-0.0039602723909938995,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-06,-0.015165931510036205,-0.009428488947310801,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-07,-0.011287564292194602,-0.0133680101972147,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-08,-0.0221978085371914,-0.0077514183299029,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-09,-0.009217623157199803,0.0031221386174618004,True,False,0.0031221386174618004,0.009732025802205436,0.25301449691458244
London|lightgbm_quantile|0.9|6.0|2013-10,-0.015650940687407598,-0.0021667472833086995,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2013-11,-0.0112521575107793,0.0158408427753497,True,False,0.0112521575107793,0.01943047473637059,0.584683962944475
London|lightgbm_quantile|0.9|6.0|2013-12,-0.0132120689082601,-0.006835458952681599,False,False,0.0,0.0,
London|lightgbm_quantile|0.9|6.0|2014-01,-0.0192479654327797,-0.0124659611215329,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|1.0|2013-03,-0.012908992969303701,-0.0242399352943169,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|1.0|2013-04,-0.0028796161221657027,0.0024562858918345983,True,False,0.0024562858918345983,0.0037849081089852536,0.4603318961611014
London|persistence_quantile_interval|0.8|1.0|2013-05,-0.0016996586247843004,0.015823505473012596,True,False,0.0016996586247843004,0.01591452685112766,0.9030050386278132
London|persistence_quantile_interval|0.8|1.0|2013-06,-0.008473519445146897,0.0054285230352303995,True,False,0.0054285230352303995,0.010063269554737648,0.39048384745570647
London|persistence_quantile_interval|0.8|1.0|2013-07,-0.014183079502991601,-0.010932992394440198,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|1.0|2013-08,-0.0244625529444396,-0.021093582871493797,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|1.0|2013-09,-0.007177566902106504,0.0035853941411617962,True,False,0.0035853941411617962,0.008023248580325309,0.3331233966887098
London|persistence_quantile_interval|0.8|1.0|2013-10,-0.007560350807635299,-0.005251713038466201,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|1.0|2013-11,-0.0035014401948178994,0.030268896887571402,True,False,0.0035014401948178994,0.03047074338161634,0.8963161017233717
London|persistence_quantile_interval|0.8|1.0|2013-12,-0.012775448614022897,0.0011556998131207995,True,False,0.0011556998131207995,0.012827615887123648,0.0829579714238787
London|persistence_quantile_interval|0.8|1.0|2014-01,-0.0200412513100928,-0.0166161777865347,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-03,-0.024728927181697807,-0.052448661704817996,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-04,-0.007067978195194301,0.003966191638782798,True,False,0.003966191638782798,0.008104751191942457,0.3594463107292273
London|persistence_quantile_interval|0.8|6.0|2013-05,-0.0026089938185896028,0.0191860083923419,True,False,0.0026089938185896028,0.019362586779055443,0.8802939410907223
London|persistence_quantile_interval|0.8|6.0|2013-06,-0.0165011797450745,-0.009739159891598903,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-07,-0.02339149972040821,-0.03671649619722009,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-08,-0.039072242389118494,-0.0739811809448871,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-09,-0.011169835754433297,0.013561385288578795,True,False,0.011169835754433297,0.017569188988860524,0.5483508179799566
London|persistence_quantile_interval|0.8|6.0|2013-10,-0.008271151400480695,0.007530865574076409,True,False,0.007530865574076409,0.011185968075427488,0.47657622354170914
London|persistence_quantile_interval|0.8|6.0|2013-11,0.0006134152948899935,0.0806866880092146,False,False,0.0,0.0,
London|persistence_quantile_interval|0.8|6.0|2013-12,-0.011337887274076697,0.018172131147541,True,False,0.011337887274076697,0.021419011141579344,0.6157953169635748
London|persistence_quantile_interval|0.8|6.0|2014-01,-0.027411334651649195,-0.0327102803738318,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-03,-0.007158473607123801,-0.0123476245296441,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-04,-0.0014135377427838998,-0.0007597521006472985,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-05,-0.0014664673693534983,0.0051140833988986,True,False,0.0014664673693534983,0.0053201856693417034,0.7771512718314586
London|persistence_quantile_interval|0.9|1.0|2013-06,-0.005984404586835801,-0.0014989837398373985,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-07,-0.010615182003631898,-0.009736428009441401,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-08,-0.0164970073256366,-0.0184004327585077,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-09,-0.002565070847600201,0.009166679819639801,True,False,0.002565070847600201,0.00951880283276211,0.7813565152928998
London|persistence_quantile_interval|0.9|1.0|2013-10,-0.005477098075810906,0.0028787927080451,True,False,0.0028787927080451,0.006187572285472321,0.3445225389502541
London|persistence_quantile_interval|0.9|1.0|2013-11,0.0008573727196639,0.0297692144823205,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|1.0|2013-12,-0.006336187246814201,0.0034916887970886015,True,False,0.0034916887970886015,0.007234580809031368,0.3552841714212339
London|persistence_quantile_interval|0.9|1.0|2014-01,-0.012622413155777699,-0.008887560696008701,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-03,-0.012716236912930699,-0.022336940537794902,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-04,-0.004208149710357802,0.0064844446148433,True,False,0.004208149710357802,0.007730235827434679,0.6064425917254037
London|persistence_quantile_interval|0.9|6.0|2013-05,-0.0015328772621084966,0.004237149226330998,True,False,0.0015328772621084966,0.00450590127132038,0.7343379159212381
London|persistence_quantile_interval|0.9|6.0|2013-06,-0.010814529480160897,-0.004801829268292604,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-07,-0.0152662867130718,-0.016555205874639302,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-08,-0.021747192955146002,-0.0329825251631094,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-09,-0.0019134690496733012,0.018985162584683496,True,False,0.0019134690496733012,0.019081345921368432,0.9084404623636885
London|persistence_quantile_interval|0.9|6.0|2013-10,-0.006468295615683295,0.013023864819077496,True,False,0.006468295615683295,0.01454166094356048,0.6681591228775111
London|persistence_quantile_interval|0.9|6.0|2013-11,0.007121558311391198,0.07602859223876561,False,False,0.0,0.0,
London|persistence_quantile_interval|0.9|6.0|2013-12,-0.0035914269116436998,0.020877049180328004,True,False,0.0035914269116436998,0.021183709064739178,0.8532222890324553
London|persistence_quantile_interval|0.9|6.0|2014-01,-0.017037498303848802,-0.0096168060049604,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-01,-0.014403642205057497,0.0084290283057727,True,False,0.0084290283057727,0.016688721549322796,0.36916524073583806
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-02,-0.0147149831083296,0.0024224122153371982,True,False,0.0024224122153371982,0.01491304156835353,0.1413524149724106
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-03,-0.013172996846421994,-0.0566617706406419,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-04,-0.014148438487798704,-0.053829378562169496,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-05,-0.014966471031681802,-0.008729573431171799,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-06,-0.013369619747205196,-0.014159936233722898,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-07,-0.014604145040909698,-0.017230998087412398,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-08,-0.0155810043297562,-0.005700770544575899,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-09,-0.011638435591955203,-0.006546888005053601,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-10,-0.010939837308525699,-0.0627680311890838,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-11,-0.0065953854122906,-0.006332300384712301,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|1.0|2014-12,-0.007061607259149998,-0.0213898924071056,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-01,-0.0255696222651376,-0.0342522596765929,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-02,-0.03379038862909829,-0.0241883055048961,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-03,-0.013324631046896893,-0.004177064728536697,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-04,-0.013271848328774302,-0.048937840243309896,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-05,-0.0210370820717005,-0.0471404814251084,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-06,-0.028481891290240396,-0.0478102656587749,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-07,-0.027355776490316196,-0.022511054057909,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-08,-0.0340654777515517,-0.0425985356344792,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-09,-0.0328421104512186,-0.04202404158544511,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-10,-0.01622777738041309,-0.0056387581419672025,False,False,0.0,0.0,
UCI Electricity|lightgbm_quantile|0.8|6.0|2014-11,-0.016772632806788396,-0.015421314724720199,False,False,0.0,0.0,
